,col
1235,iñaki-peña
1236,pique
1237,nelsinho
1238,juan-brandáriz
1239,junior-firpo
1240,guillem-jaime
1241,marlon
1242,busquets
1243,carles-aleñà
1244,carles-perez
1245,álex-collado
1246,ernesto-valverde
1247,éder-militão
1248,raphaël-varane
1249,reguilon
1250,javier-sánchez
1251,adrián-barquilla
1252,martin-ødegaard
1253,álvaro-fidalgo
1254,francisco-feuillasier-abalo
1255,mariano-díaz
1256,francisco-garcia
1257,jaume-domenech
1258,salva-ruiz
1259,javier-jimenez
1260,hugo-guillamon
1261,dani-parejo
1262,lee-kangin
1263,ruben-sobrino
1264,maxi-gomez
1265,rodrigo
1266,manuel-vallejo
1267,marcelino
1268,voro
1269,alessandro-santopadre
1270,alessandro-turrin
1271,jose-luis-palomino
1272,berat-gjimshiti
1273,patrick-asmah
1274,martin-škrtel
1275,alberto-dossena
1276,eyob-zambataro
1277,matteo-salvi
1278,mbia-seck
1279,stefano-marchetti
1280,alberto-carminati
1281,caleb-okoli
1282,roger-ibanez
1283,nadir-minotti
1284,nicolo-fazzi
1285,davide-agazzi
1286,ruslan-malinovskyi
1287,federico-chiossi
1288,gabriel-lunetta
1289,nicolas-la-vigna
1290,roberto-ranieri
1291,denis-hergheligiu
1292,modou-lamin-badjie
1293,tiziano-tulissi
1294,dejan-kulusekvski
1295,giacomo-parigi
1296,roberto-piccoli
1297,nicolò-cambiaghi
1298,gian-piero-gasperini
1299,raffaele-di-gennaro
1300,dalbert-henrique
1301,milan-škriniar
1302,thomas-schirò
1303,eddy-salcedo-mora
1304,andrea-adorante
1305,davide-merola
1306,sebastiano-esposito
1307,luciano-spalletti
1308,giulio-nuciari
1309,wojciech-szczęsny
1310,paolo-gozzi-iweru
1311,nicolò-fagioli
1312,manolo-portanova
1313,stephy-mavididi
1314,idrissa-toure
1315,hans-nicolussi-caviglia
1316,pablo-moreno-taboada
1317,maurizio-sarri
1318,davide-marfella
1319,alessandro-fortunato-d-andrea
1320,antonio-daniele
1321,joao-pedro-piai
1322,karim-zedadka
1323,antonio-romano
1324,eugenio-d-ursi
1325,vaná
1326,diogo-costa
1327,mouhamed-mbaye
1328,marcano
1329,diogo-queiros
1330,wilson-manafá
1331,renzo-saravia
1332,jesus-corona
1333,sergio-oliveira
1334,luis-díaz
1335,mamadou-ndiaye
1336,romário-baro
1337,tiquinho
1338,abdul-majeed-waris
1339,ze-luís
1340,fábio-silva
1341,sergio--conceição
1342,vítor-bruno
1343,domagoj-bradaric
1344,zeki-çelik
1345,reinildo
1346,tiago-djalo
1347,cheikh-niasse
1348,saad-agouzoul
1349,show
1350,jeremy-pied
1351,yusuf-yazıcı
1352,arton-zekaj
1353,tim-weah
1354,abou-ouattara
1355,virgiliu-postolachi
1356,christophe-galtier
1357,thierry-oleksiak
1358,ciprian-tătărusanu
1359,marçal
1360,jean-lucas
1361,pape-cheikh-diop
1362,lenny-pintor
1363,moussa-dembele
1364,gerald-baticle
1365,marcin-bułka
1366,arthur-zagre
1367,loic-mbe-soh
1368,idrissa-gana-guèye
1369,stanley-nsoki
1370,kylian-mbappe
1371,maxim-choupo-moting
1372,jese-rodríguez
1373,thomas-tuchel
1374,okan-kocuk
1375,eray-i̇scan
1376,ahmet-şen
1377,cedric-carrasso
1378,boran-güngör
1379,nekadio-luyindama
1380,emre-tasdemir
1381,şener-özbayraklı
1382,ahmet-yılmaz-çalık
1383,emirhan-civelek
1384,sefa-özdemir
1385,batuhan-tekin
1386,jean-michaël-seri
1387,ömer-bayram
1388,selçuk-i̇nan
1389,atalay-babacan
1390,celil-yüksel
1391,abdussamed-karnuçu
1392,mustafa-kapı
1393,malik-karaahmet
1394,adem-büyük
1395,mbaye-diagne
1396,yunus-akgün
1397,ali-yavuz-kol
1398,fatih-terim
1399,halit-oğuzhan
1400,şahruddin-məhəmmədəliyev
1401,nicat-mehbalıyev
1402,mammad-hüseynov
1403,ailton-silva
1404,rəsad-fərhad-sadıqov
1405,bədavi-hüseynov
1406,elgün-uluxanov
1407,abbas-hüseynov
1408,nihad-tamazov
1409,əsgər-hüseynov
1410,faycal-rherras
1411,rahil-məmmədov
1412,abdellah-zoubir
1413,donald-guerrier
1414,salman-cəfərov
1415,nicat-süleymanov
1416,cavid-bayramov
1417,i̇brahim-qädirzadä
1418,i̇smayıl-i̇brahimli
1419,hacıağa-hacıyev
1420,araz-abdullayev
1421,tural-bayramov
1422,mahir-emreli
1423,famil-camalov
1424,zaur-fərzəliyev
1425,qurban-qurbanov
1426,jose-sá
1427,eleftherios-choutesiotis
1428,giouri-lontigkin
1429,konstantinos-tzolakis
1430,mohamed-mady-camara
1431,ousseynou-ba
1432,vassilis-torosidis
1433,pape-abou-cisse
1434,ruben-semedo
1435,apostolos-martinis
1436,kostas-fortounis
1437,athanasios-androutsos
1438,giorgos-masouras
1439,georgios-marinos
1440,guerrero
1441,hillel-soudani
1442,fiorin-durmishaj
1443,bruno-souza
1444,franco-soldano
1445,lazar-ranđelovic
1446,alexandros-voilis
1447,youssef-el-arabi
1448,pedro-martins
1449,robbin-ruiter
1450,lars-unnerstall
1451,mike-van-de-meulenhof
1452,jordan-teze
1453,gaston-pereiro
1454,ryan-thomas
1455,érick-gutierrez
1456,michal-sadílek
1457,robin-lauwers
1458,justin-de-haas
1459,richard-ledezma
1460,cody-gakpo
1461,joël-piroe
1462,amar-ćatic
1463,zakaria-aboukhlal
1464,mohammed-ihattaren
1465,andre-onana
1466,benjamin-van-leer
1467,kjell-scherpen
1468,stan-van-bladeren
1469,issam-el-maach
1470,nicolás-tagliafico
1471,edson-álvarez
1472,kik-pierie
1473,lisandro-magallán
1474,lisandro-martínez
1475,perr-schuurs
1476,sergino-dest
1477,noa-lang
1478,răzvan-marin
1479,hassane-bande
1480,lassina-franck-traore
1481,danilo-pereira-da-silva
1482,erik-ten-hag
1483,peter-gulácsi
1484,dayot-upamecano
1485,ibrahima-konate
1486,atınç-nukan
1487,max-winter
1488,luan-cândido
1489,frederik-jäkel
1490,fabrice-hartmann
1491,oliver-bias
1492,tom-krauß
1493,nils-quaschner
1494,jean-kevin-augustin
1495,julian-nagelsmann
1496,robert-klauß
1497,jonas-omlin
1498,đorđe-nikolic
1499,jozef-pukaj
1500,eray-cömert
1501,kostas-dimitriou
1502,omar-alderete
1503,geoffroy-serey-die
1504,yannick-marchand
1505,edon-zhegrova
1506,kemal-ademi
1507,julian-von-moos
1508,tician-tushi
1509,marcel-koller
1510,andrei-lunev
1511,nikita-goilo
1512,aleksandr-vasyutin
1513,nikolay-rybikov
1514,yaroslav-rakitskii
1515,danila-prokhin
1516,yurii-zhirkov
1517,wílmar-barrios
1518,leon-musaev
1519,aleksei-sutormin
1520,luka-đorđevic
1521,jozo-šimunovic
1522,hatem-abd-elhamed
1523,stephen-welsh
1524,tom-rogic
1525,kouassi-eboue
1526,jules-ntcham
1527,ryan-christie
1528,lewis-morgan
1529,vakoun-issouf-bayo
1530,luca-connell
1531,armstrong-okoflex
1532,boli-bolingoli
1533,marian-shved
1534,karamoko-dembele
1535,neil-lennon
1536,kenan-piric
1537,aljaz-cotman
1538,aleksander-rajcevic
1539,žan-kolmanic
1540,špiro-pericic
1541,denis-klinar
1542,luka-koblar
1543,rok-kronaveter
1544,alexandru-cretu
1545,felipe-silva
1546,nino-žugelj
1547,rudi-pozeg-vancas
1548,nardin-mulahusejnovic
1549,syarhey-chernik
1550,dzyanis-shcharbitski
1551,anton-chychkan
1552,aleksei-chernykh
1553,aleksandr-svirski
1554,dzhamaldin-khodzhaniyazov
1555,emil-jonassen
1556,yahor-filipenka
1557,boris-kopitovic
1558,maksim-myakish
1559,maksim-miakish
1560,stanislaw-drahun
1561,ihar-stasevich
1562,alyaksey-ryas
1563,yawhen-byarozkin
1564,dzmitry-baha
1565,willum-þor-willumsson
1566,ilya-manaenkov
1567,andrey-potapenko
1568,denis-tropin
1569,pavel-pashevich
1570,hervaine-moukam
1571,dzmitry-bessmertny
1572,anton-abramovich
1573,yevgeniy-berezkin
1574,uladzislau-mukhamedau
1575,anton-saroka
1576,kiryl-yermakovich
1577,bojan-dubajic
1578,dzmitry-matsiash
1579,alexey-baga
1580,antreas-paraskevas
1581,rafael-romo
1582,theodoulidis-georgios
1583,giorgios-merkis
1584,nicolas-ioannou
1585,carlão
1586,marcos-stylianides
1587,giorgos-efrem
1588,juan-cascini
1589,tomás-de-vincenti
1590,andreas-katsantonis
1591,antreas-artemiou
1592,paris-polikarpou
1593,loukas-kalogirou
1594,urosh-matich
1595,leo-natel
1596,linus-hallenius
1597,andre-vidigal
1598,roman-bezjak
1599,mousa-ta-mari
1600,thomas-doll
1601,pascuale-rocco
1602,danijel-zagorac
1603,dinko-horkas
1604,renato-josipovic
1605,ivo-pinto
1606,kevin-theophile-catherine
1607,marko-gjira
1608,josko-gvardiol
1609,damian-kądzior
1610,arijan-ademi
1611,lovro-majer
1612,iyayi-atiemwen
1613,emir-dilaver
1614,sadegh-moharrami
1615,bartol-franjic
1616,antonio-marin
1617,komnen-andric
1618,mario-šitum
1619,mislav-orsic
1620,roko-baturina
1621,nenad-bjelica
1622,rene-poms
1623,denys-boiko
1624,heorhii-bushchan
1625,tomasz-kędziora
1626,mohammed-kadiri
1627,tamás-kadár
1628,vitalii-mykolenko
1629,denys-popov
1630,denys-harmash
1631,serhii-sydorchuk
1632,vitalii-buyalskyi
1633,viktor-tsyhankov
1634,volodymyr-shepeliev
1635,mikkel-duelund
1636,oleksandr-andriievskyi
1637,oleksandr-karavaiev
1638,sidcley
1639,fran-sol
1640,artem-biesiedin
1641,yevhenii-isaienko
1642,alyaksandr-khatskevich
1643,nick-shinton
1644,odilon-kossonou
1645,emmanuel-dennis
1646,percy-tau
1647,david-okereke
1648,cyril-ngonge
1649,amadou-sagna
1650,andre-hansen
1651,rasmus-sandberg
1652,gustav-valsvik
1653,vegar-eggen-hedenstad
1654,sondre-skogen
1655,mikael-tørset-johnsen
1656,gjermund-åsen
1657,đorđe-denic
1658,emil-ceide
1659,babajide-akintola
1660,teodor-haltvik
1661,filip-brattbakk
1662,eirik-horneland
1663,přemysl-kovář
1664,ondřej-kolar
1665,jan-bořil
1666,tomás-soucek
1667,ondřej-kudela
1668,jaroslav-zelený
1669,alex-král
1670,tomás-holes
1671,alexandru-bălută
1672,lukás-masopust
1673,petr-ševcík
1674,ibrahim-traore
1675,oscar-dorley
1676,milan-škoda
1677,abdulla-yusuf
1678,jindřich-trpisovský
1679,gaëtan-coucke
1680,maarten-vandevoordt
1681,tobe-leysen
1682,sebastien-dewaest
1683,amine-khammas
1684,jhon-lucumí
1685,carlos-cuesta
1686,neto-borges
1687,joren-leyssens
1688,shawn-adewoye
1689,joakim-mæhle
1690,benson-manuel
1691,casper-de-norre
1692,vladimir-screciu
1693,joseph-paintsil
1694,jakub-piotrowski
1695,raf-smekens
1696,mbwana-samatta
1697,zinho-gano
1698,benjamin-nygren
1699,adriano-bertaccini
1700,felice-mazzù
1701,ulisses-garcia
1702,nicolas-bürgy
1703,cedric-zesiger
1704,mohamed-aly-camara
1705,esteban-petignat
1706,pascal-schüpbach
1707,christopher-martins
1708,nicolas-ngamaleu
1709,marvin-spielmann
1710,sandro-lauper
1711,roger-assale
1712,jean-pierre-nsame
1713,felix-mambimbi
1714,gerardo-seoane
1715,ross-treacy
1716,aaron-mccarey
1717,andy-boyle
1718,cameron-dummigan
1719,dean-jarvis
1720,stephen-folan
1721,daniel-cleary
1722,dylan-hand
1723,cian-lee
1724,sean-murray
1725,daniel-kelly
1726,jordan-flores
1727,mark-hanratty
1728,cian-flynn
1729,patrick-hoban
1730,georgie-kelly
1731,lido-lotefa
1732,vinny-perth
1733,john-gill
1734,jonathan-joubert
1735,joe-frising
1736,enzo-esposito
1737,deņiss-pērkons
1738,tim-kips
1739,tom-schnell
1740,delvin-skenderovic
1741,thibaut-lesquoy
1742,mehdi-kirch
1743,salif-drame
1744,ricardo-delgado
1745,mohamed-bouchouari
1746,noe-ewert
1747,chris-stumpf
1748,sabir-bougrine
1749,mickaël-garos
1750,dominik-stolz
1751,mario-pokar
1752,danel-sinani
1753,charles-morren
1754,marc-andre-kruska
1755,jordann-yeye
1756,ryan-klapp
1757,laurent-mendy
1758,sanel-ibrahimovic
1759,bertino-joão-barbosa
1760,bryan-melisse
1761,sofian-benzouien
1762,edvin-muratovic
1763,antoine-bernier
1764,edis-agovic
1765,nicolas-perez
1766,patrick-stumpf
1767,adel-bettaieb
1768,corenthyn-lavie
1769,laurent-pomponi
1770,omar-natami
1771,mehdi-ouamri
1772,hearvin-djetou
1773,emilio-ferrera
1774,sten-grytebust
1775,mads-roerslev
1776,karlo-bartolec
1777,victor-nelsson
1778,jacob-steffensen
1779,rasmus-falk
1780,robert-mudrazija
1781,jens-stage
1782,pep-mas
1783,ahmed-daghim
1784,mohammed-daramy
1785,ståle-solbakken
1786,carlos-miguel
1787,jerôme-onguene
1788,andre-ramalho
1789,jasper-van-der-werff
1790,majeed-ashimeru
1791,youba-diarra
1792,albert-vallci
1793,sekou-koita
1794,hwang-heechan
1795,masaya-okugawa
1796,erling-håland
1797,jesse-marsch
1798,eloy-casals
1799,joel-garcía
1800,andres-benítez
1801,andreu-ramos
1802,robert-ramos
1803,moises-san-nicolás
1804,juanma-miranda
1805,jamal-zarioh
1806,marc-rebes
1807,chus-sosa
1808,gabi-riera
1809,toze
1810,aleix-cistero
1811,yago-perez
1812,francisco-girau
1813,enric-pi
1814,romero-diaz
1815,txus-rubio
1816,jordi-aláez
1817,andre-azevedo
1818,diego-nájera
1819,joel-ferreira
1820,javier-camochu
1821,nicolás-medina
1822,marc-rodriguez-rebull
1823,cristian-millan
1824,zvonimir-mikulic
1825,sergiu-juric
1826,dumitru-celeadnic
1827,vladislav-liharev
1828,jarosław-jach
1829,benjamin-balima
1830,artem-hordiienko
1831,ousmane-n-diaye
1832,maxim-cojocaru
1833,mateo-muzek
1834,vadim-dijinari
1835,evghenii-berco
1836,ariel-borysiuk
1837,yury-kendysh
1838,gabrijel-boban
1839,andrii-bliznichenko
1840,antun-palic
1841,jose-jurado
1842,alexandr-belousov
1843,mihail-ghecev
1844,robert-ndip-tambe
1845,itallo-vizacre
1846,victor-mihailov
1847,goran-sablic
1848,zoran-zekic
1849,matus-kozácik
1850,dominik-svácek
1851,david-limberský
1852,radim-řezník
1853,lukás-hejda
1854,marián-čisovský
1855,roman-hubník
1856,luděk-pernica
1857,ondřej-mihálik
1858,patrik-hrosovský
1859,tomás-hořava
1860,jan-kovařík
1861,ales-čermák
1862,roman-procházka
1863,christián-herc
1864,moses-ekpai
1865,lukás-kalvach
1866,dominik-janosek
1867,joel---ngandu
1868,michal-krmencík
1869,tomás-chorý
1870,pavel-vrba
1871,danil-podymskiy
1872,stanislav-pavlov
1873,oleg-medvedev
1874,žarko-tomasevic
1875,luka-šimunovic
1876,ivan-maewski
1877,alim-ilyassov
1878,dauren-iskakov
1879,samat-bortay
1880,samat-mazhit
1881,zhantore-zhumadilov
1882,adilzhan-dyusembaev
1883,ravil-ibragimov
1884,lászlo-kleinheisler
1885,runar-már-sigurjonsson
1886,abay-zhunusov
1887,lev-skvortsov
1888,zhaslan-kairkenov
1889,firmin-mubele
1890,rangelo-janga
1891,ramazan-karimov
1892,stanislav-basmanov
1893,daniil-pichkarev
1894,sergei-khizhnichenko
1895,grigoriy-babayan
1896,roman-hryhorchuk
1897,andrii-pyatov
1898,oleksii-shevchenko
1899,anatolii-trubin
1900,yevhen-hrytsenko
1901,serhii-kryvtsov
1902,maksym-malyshev
1903,bohdan-butko
1904,mykola-matviienko
1905,valerii-bondar
1906,oleksandr-pikhalonok
1907,marcos-antonio-bahia
1908,mateus-cardoso-tetê
1909,junior-moraes
1910,serhii-bolbat
1911,manor-solomon
1912,danylo-sikan
1913,luís-castro
1914,roy-carroll
1915,gareth-deane
1916,alex-moore
1917,conor-mitchell
1918,rohan-ferguson
1919,chris-casement
1920,mark-haughey
1921,matthew-clarke
1922,mark-stafford
1923,andy-mitchell
1924,joshua-robinson
1925,caomhan-mcguinness
1926,trai-hume
1927,jamie-mulgrew
1928,jordan-stewart
1929,jimmy-callacher
1930,stephen-fallon
1931,bastien-hery
1932,daniel-kearns
1933,brandon-doyle
1934,joel-cooper
1935,benny-möller
1936,jake-corbett
1937,andy-waterworth
1938,kirk-millar
1939,adam-carroll
1940,daniel-reynolds
1941,lorcan-forde
1942,ross-larkin
1943,charlie-allen
1944,david-healy
1945,faruk-çakır
1946,ahmet-kivanç
1947,mert-günok
1948,onur-güney
1949,serdar-tasçı
1950,uğur-uçar
1951,junior-caiçara
1952,aurelien-chedjou
1953,miguel-vieira
1954,mustafa-kutay-peksen
1955,márcio-mossoro
1956,emre-belözoğlu
1957,i̇rfan-can-kahveci
1958,gökhan-i̇nler
1959,cheikhou-dieng
1960,alican-özfesli
1961,soner-aydoğdu
1962,okechukwu-azubuike
1963,ponck
1964,mustafa-toprak
1965,salim-farsak
1966,mert-çelik
1967,enes-karakus
1968,efecan-barlık
1969,muhammet-demir
1970,i̇rfan-saraloğlu
1971,cosmin-moţi
1972,anton-nedyalkov
1973,dragoș-grigore
1974,anicet-andrianantenaina
1975,serkan-yusein
1976,dimo-bakalov
1977,stephane-badji
1978,dan-biton
1979,ivan-yordanov
1980,jakub-świerczok
1981,claudiu-keșerü
1982,mavis-tchibota
1983,stoycho-stoev
1984,ivan-zlobin
1985,ruben-dias
1986,andre-almeida
1987,ferro
1988,germán-conti
1989,nuno-tavares
1990,joão-ferreira
1991,andrija-živkovic
1992,ljubomir-fejsa
1993,rafa-silva
1994,chiquinho
1995,gedson
1996,florentino-luís
1997,carlos-vinícius
1998,caio
1999,jhonder-cádiz
2000,raul-de-tomás
2001,jota
2002,bruno-lage
2003,paul-harrison
2004,lewis-dutton
2005,simon-spender
2006,blaine-hudson
2007,chris-marriott
2008,lewis-kaye
2009,adam-hughes
2010,keston-davies
2011,joash-nembhard
2012,kane-lewis
2013,jack-bodenham
2014,josh-hmami
2015,jon-routledge
2016,jamie-mullan
2017,aeron-edwards
2018,adrian-cieslewicz
2019,ryan-brobbel
2020,ben-clark
2021,chris-craven
2022,billy-whitehouse
2023,ryan-harrington
2024,greg-draper
2025,kurtis-byrne
2026,dean-ebbe
2027,scott-ruscoe
2028,alexander-schlager
2029,thomas-gebauer
2030,tobias-lawal
2031,markus-wostry
2032,jan-boller
2033,rene-renner
2034,peter-michorl
2035,reinhold-ranftl
2036,philipp-wiesinger
2037,gernot-trauner
2038,inpyo-oh
2039,dominik-frieser
2040,valentino-müller
2041,thomas-sabitzer
2042,stefan-haudum
2043,daniel-jelisic
2044,thomas-goiginger
2045,marko-raguz
2046,yusuf-otubanjo
2047,klauss
2048,david-schnegg
2049,daniel-olaniyi
2050,ugochukwu-oduenyi
2051,valerien-ismaël
2052,matej-markovic
2053,vladen-kovacevic
2054,elvis-dzafic
2055,belmin-dizdarevic
2056,besim-šerbecic
2057,dusan-hodzic
2058,halid-šabanovic
2059,darko-lazic
2060,amer-dupovac
2061,numan-kurdic
2062,selmir-pidro
2063,andrej-đokanovic
2064,armin-imamovic
2065,slobodan-milanovic
2066,aladin-šisic
2067,anel-hebibovic
2068,amar-rahmanovic
2069,milos-stanojevic
2070,alen-mustafic
2071,mirko-oremus
2072,bojan-letic
2073,kenan-dervisagic
2074,đani-salcin
2075,nebojsa-gavric
2076,mersudin-ahmetovic
2077,nedim-hadzic
2078,krste-velkoski
2079,benjamin-tatar
2080,gedeon-guzina
2081,nathan-crepaldi
2082,husref-musemic
2083,pavel-londak
2084,vitali-teles
2085,henri-perk
2086,aleksandr-kulinits
2087,vladimir-avilov
2088,william-gustavo
2089,andrii-markovych
2090,maximiliano-uggè
2091,kermo-pihelgas
2092,martin-mägi
2093,mikk-reintam
2094,vladyslav-khomutov
2095,roman-sobtsenko
2096,igor-subbotin
2097,deniss-tjapkin
2098,reginald-mbu-alidor
2099,nikolai-masitsev
2100,frank-liblikmann
2101,peeter-klein
2102,kristjan-kurim
2103,nikolai-mashichev
2104,marcus-suurväli
2105,aleksandr-ivanjusin
2106,max-mata
2107,sander-puri
2108,robert-kirss
2109,kaspar-paur
2110,alex-matthias-tamm
2111,liliu
2112,jevgeni-demidov
2113,aleksandr-volkov
2114,roman-kozhukhovskii
2115,markus-uusitalo
2116,robin-källman
2117,henri-toivomäki
2118,faith-obilor
2119,daniel-o-shaughnessy
2120,roni-peiponen
2121,joonas-vahtera
2122,otto-ollikainen
2123,victor-luiz
2124,samir-bayramov
2125,samu-laitinen
2126,kaan-kairinen
2127,harmeet-singh
2128,sebastian-dahlström
2129,eetu-vertainen
2130,santeri-väänänen
2131,erfan-zeneli
2132,petteri-forsell
2133,william-parra
2134,marco-bueno
2135,evans-mensah
2136,nikolai-alho
2137,riku-riski
2138,akseli-pelvas
2139,julius-tauriainen
2140,sekou-camara
2141,toni-koskela
2142,oscar-linner
2143,budimir-janosevic
2144,kenny-stamatopoulos
2145,karol-mets
2146,felix-melki
2147,rasmus-lindkvist
2148,per-karlsson
2149,robert-lundström
2150,adam-ben-lamin
2151,jesper-nyholm
2152,joel-ekstrand
2153,panajotis-dimitriadis
2154,enoch-adu
2155,anton-saletros
2156,bilal-hussein
2157,daniel-granli
2158,kolbeinn-sigþorsson
2159,heradi-rashidi
2160,saku-ylätupa
2161,rikard-norling
2162,matvei-safonov
2163,sergei-eshchenko
2164,jon-guðni-fjoluson
2165,alyaksandr-martynovich
2166,aleksei-gritsaenko
2167,dmitrii-skopintsev
2168,sergei-borodin
2169,younes-namli
2170,yurii-gazinskii
2171,ivan-taranov
2172,kaio-pantaleão
2173,aleks-matsukatov
2174,dmitrii-stotskii
2175,daniil-utkin
2176,aleksandr-chernikov
2177,markus-berg
2178,nikolai-markov
2179,shapi-suleimanov
2180,ivan-ignatjev
2181,nikita-sergeev
2182,sergey-matveev
2183,murilo
2184,vedran-ćorluka
2185,saba-kvirkvelia
2186,dmitrii-zhivoglyadov
2187,stanislav-magkeev
2188,aleksei-miranchuk
2189,dmitrii-barinov
2190,aleksandr-kolomeitsev
2191,dmitrii-rybchinskii
2192,nikita-dorofeev
2193,timur-suleimanov
2194,yurii-semin
2195,oleg-pashinin
2196,jesus-fernández
2197,cosmin-vâtcă
2198,adrian-rus
2199,răzvan-horj
2200,camora
2201,paulo-vinicius
2202,andrei-burcă
2203,andrei-peteleu
2204,mike-cestor
2205,rareș-ispas
2206,damjan-đokovic
2207,michaël-pereira
2208,alexandru-păun
2209,emmanuel-culio
2210,mihai-bordeianu
2211,andrei-muresan
2212,sebastian-mailat
2213,luís-aurelio
2214,claudiu-petrila
2215,cătălin-mihai-itu
2216,valentin-ionuţ-costache
2217,george-țucudean
2218,mário-rondon
2219,billel-omrani
2220,patryk-krolczyk
2221,jakub-szmatuła
2222,frantisek-plach
2223,jakub-czerwiński
2224,bartosz-rymaniak
2225,marcin-pietrowski
2226,uros-korun
2227,damian-byrtek
2228,martin-konczkowski
2229,mikkel-kirkeskov
2230,jakub-holubek
2231,jorge-felix
2232,tom-hateley
2233,patryk-dziczek
2234,aleksander-jagiełło
2235,denis-gojko
2236,patryk-sokołowski
2237,sebastian-milewski
2238,tomás-huk
2239,gerard-badía
2240,remigiusz-borkała
2241,tomasz-mokwa
2242,michał-rakowiecki
2243,piotr-parzyszek
2244,dani-aquino
2245,łukasz-krakowczyk
2246,dominik-steczyk
2247,karol-stanek
2248,waldemar-fornalik
2249,henry-bonello
2250,andrea-spiteri
2251,yenez-cini
2252,ryan-camilleri
2253,nicholas-pulis
2254,julian-cruz-gill
2255,jean-borg
2256,steve-borg
2257,joseph-zerafa
2258,jonathan-caruana
2259,eslit-sala
2260,bogdan-gavrilă
2261,shaun-dimech
2262,jeremy-micallef
2263,kyrian-nwoko
2264,enmy-peña
2265,antonio-monticelli
2266,ryan-tonna
2267,kenley-scerri
2268,douglas-packer
2269,russell-fenech
2270,santiago-malano
2271,rowen-muscat
2272,raed-ibrahim
2273,matteo-piciollo
2274,miguel-alba
2275,mario-fontanella
2276,bojan-kaljevic
2277,kevin-tulimieri
2278,zied-essoussi
2279,gilbert-agius
2280,darren-abdilla
2281,ivan-kardum
2282,vilius-stebrys
2283,saulius-klevinskas
2284,ignas-plukas
2285,algis-jankauskas
2286,semir-kerla
2287,vaidas-slavickas
2288,aleksandar-živanovic
2289,povilas-leimonas
2290,darius-isoda
2291,ivan-hladík
